,Company,Job,Location,Salary,Specific_location,Summary
156,Costello Medical Consulting,Health Economist,Cambridge,30000.0,Cambridge,"Relevant disciplines are those with a considerable technical/mathematical component, such as mathematics, economics, physics or computer science...."
157,SRG,QC Scientist - Protein Analysis,Cambridge,26750.0,Cambridgeshire,Data interpretation of analytical outputs. SRG is a trading name of Science Recruitment Group Ltd an Employment Business/Agency....
158,FutureYou by Cambridge Nutraceuticals,Full-Stack Web Developer (£35k - £45k/yr),Cambridge,40000.0,Cambridge,We also leverage Python and Redshift for our Data Science needs. Joining FutureYou (by Cambridge Nutraceuticals) means signing up with a rising star in the...
159,Cynosure Search Limited,Medical Writer,Cambridge,30000.0,Cambridge,"Undertaking literature research, analysing data, and providing critical appraisal. The company combine experience in communicating science with expertise in..."
160,Jowicom Limited,Medical Writer,Cambridge,30000.0,Cambridge,"Research, Science & Analytical*. Undertaking literature research, analysing data, and providing critical appraisal...."
161,Netronome Systems LTD,Senior Principal Compiler Engineer,Cambridge,60000.0,Cambridge CB1,"Master’s or Bachelor's degree in Computer Science, Computer Engineering, Electronics Engineering or related field...."
162,Repositive,Senior Back-end Engineer (NodeJS),Cambridge,52500.0,Cambridge,"Strong fundamentals in computer science, engineering, data structures, and software design. Contacts - We collaborate with experts across fields of computer..."
163,TechNET IT Recruitment Ltd,Android Developer,Cambridge,55000.0,Cambridge,"JSON and XML data. BS/MS degree in Computer Science, Engineering or other numerate discipline. Android Developer needed for a leading payments organisation in..."
165,Serco Group,Business Support Officer,Cambridge,16800.0,Cambridgeshire,"Accurate population and collation of data with monitoring responsibilities. Our people offer operational, management and consulting expertise in the aerospace,..."
166,Additional Resources,Android Developer - Cambridge,Cambridge,30000.0,Cambridgeshire,"Must have BS/MS degree in Computer Science, Engineering or a related subject or equivalent. It provides simple, cost-effective, track and trace software and..."
167,InterQuest Group,Junior Actuarial Analyst,Cambridge,30000.0,Stevenage," Producing, reviewing and analysing financial reports, data and information provided for statutory, business planning and management purposes...."
168,Ellis Mason,Internal Recruiter,Cambridge,35000.0,Cambridge CB23,"Producing and analysing reports, scheduling interviews and gathering accurate data. As the Internal Recruiter, you will play a key role successfully sourcing..."
169,Monarch IT,"Implementation Consultant, Cambridge, 45K DOE",Cambridge,42500.0,Cambridge,"Ability to analyse data using SQL. Degree educated (minimum 2:1) in a maths, science or computing subject from a Russell Group University or equivalent...."
170,ECM Selection,Chemical Regulatory Consultant,Cambridge,45000.0,Cambridge,"Coming from a science background, you will have a good degree in Chemistry, Chemical Engineering or Materials Science from a leading university...."
171,MRC Laboratory of Molecular Biology,Commercial Procurement Business Partner,Cambridge,41082.5,Cambridge,"The MRC is an excellent place to develop yourself further and a range of training & development opportunities will be available to you, including professional..."
172,Resourcing Life Science,QPPV Pharmacovigilance Physician Cambridgeshire,Cambridge,80000.0,Cambridge,"Ability to review, analyse, interpret and present complex data to a high standard. Excellent database knowledge, with ability to perform complex advanced..."
173,Resourcing Life Science,SCRA,Cambridge,42000.0,Cambridge,"Clinical site coordination, including involvement in or oversight of Ethics Committee submission, data resolution, drug accountability, MREC & site agreement..."
175,Busy Bee Recruitment,Customer Service Team Leader,Cambridge,32500.0,Cambridge,"Cambridge Science Park, Cambridgeshire Hours:. Ensure high data quality in SAP and in the future, CRM system. This position is ideally suited to candidates who..."
176,Talent Desk,Onboarding Specialist,Cambridge,30000.0,Cambridgeshire, Producing reports on the data.  Integrating and migrating data onto different systems. Talentdesk are currently working with a software firm based near...
177,Exact Sourcing ltd,Scientific Coordinator,Cambridge,18000.0,Cambridge,Maintenance of key product and customer data. Do you love working with science and looking to use your knowledge in the scientific field?...
178,Paramount Recruitment,Web Developer – Genomics – Cambridge,Cambridge,40000.0,Cambridge,"Automating data loading and system updates. Develop, optimise and automate data analysis workflows for warehousing, querying and analysis of whole genome..."
179,ECM Selection,Software Engineer,Cambridge,60000.0,Cambridge,"Application areas vary from car connectivity to safeguarding data. An excellent degree in computer science, maths, physics or similar from a highly ranked world..."
180,Linkpoint Resources Limited,Medical Communications Associate - 280590,Cambridge,30000.0,Cambridge,"Undertaking literature research, analysing data, and providing critical appraisal. A degree in a relevant life science or medical subject (2:1 or above)...."
181,talentdesk,Specialist,Cambridge,27500.0,Cambridge,Producing reports on the data. Integrating and migrating data onto different systems. Talentdesk are currently working with a software firm based near Cambridge...
182,ECM Selection,Experienced C++ Software Developer,Cambridge,55000.0,Cambridge,Are you a skilled software developer with an interest in machine learning and big data applications? Strong academic background including a degree from a top...
183,Medical Research Council,Commercial Procurement Business Partner - Operations Group -...,Cambridge,41082.5,Cambridge,"The MRC is an excellent place to develop yourself further and a range of training & development opportunities will be available to you, including professional..."
185,Cynosure Search Limited,Communications Associate,Cambridge,30000.0,Cambridge,"Undertaking literature research, analysing data, and providing critical appraisal. The company combine experience in communicating science with expertise in..."
186,ECM Selection,Bright C++ Software Developer,Cambridge,40000.0,Cambridgeshire,"In addition to a good degree in Computer Science or similar from a well-respected university, you should have proven C++ skills (or a similar OO language),..."
187,Zest Business Group,Scientific Manager,Cambridge,41500.0,Cambridge,"Interpret data and prepare reports to high scientific standards, within agreed time scales. We are looking to identify a skilled individual from an entomology..."
188,Glasshouse Recruitment,Web Developer - PHP (Junior - Senior),Cambridge,47500.0,Cambridge,"Product managers, designers, data analysts, engineering managers and more. The company is based within the science parks of Cambridge, so easily accessible by..."
189,Meet Recruitment,Associate Director,Cambridge,75000.0,Cambridge,BSc – life sciences or technical. Advise junior members of staff with regards to data requirements. I am currently working with a fantastic Pharmaceutical...
190,Medisafe UK Limited,Validation and Test Engineer,Cambridge,27500.0,Bishops Stortford CM23,"Degree qualification or experience, in relevant science and/or engineering discipline (Microbiology or Medical Engineering)...."
191,OSR Recruitment,Senior Software Engineer,Cambridge,45000.0,Cambridgeshire,"Experience interfacing software with sensors and actuators, including, instrument control and data capture...."
192,LinkPoint Resources Ltd,Medical Communications Associate,Cambridge,30000.0,Cambridge,"Undertaking literature research, analysing data, and providing critical appraisal. A degree in a relevant life science or medical subject (2:1 or above)...."
193,Scintillant,Medical Communications Associate,Cambridge,30000.0,Cambridge,"Undertaking literature research, analysing data, and providing critical appraisal. A degree in a relevant life science or medical subject (2:1 or above)...."
194,ECM Selection,"Senior SW Developer - Build, Operations, DevOps",Cambridge,70000.0,Cambridge,"Plus points would be an interest in AI, machine learning, big data applications. OOD, Agile, C++ / Java / C# / Python, Cloud Technologies, Machine Learning / AI..."
195,ECM Selection,Senior C++ Browser Developer,Cambridge,65000.0,Cambridge,"This is not your typical anti-virus, but a whole management toolkit to protect key hardware and data assets. Preference is for compsci qualifications, but most..."
196,ECM Selection,Research Engineer - Robotic Localisation,Cambridge,60000.0,Cambridge,"Your role will be to develop and experiment with state of the art algorithms, using sensor vision data to inform...."
